_extracted_at,created_at,end,id,nap,score,score_respiratory_rate,score_sleep_consistency_percentage,score_sleep_efficiency_percentage,score_sleep_needed_baseline_milli,score_sleep_needed_need_from_recent_nap_milli,score_sleep_needed_need_from_recent_strain_milli,score_sleep_needed_need_from_sleep_debt_milli,score_sleep_performance_percentage,score_stage_summary_disturbance_count,score_stage_summary_sleep_cycle_count,score_stage_summary_total_awake_time_milli,score_stage_summary_total_in_bed_time_milli,score_stage_summary_total_light_sleep_time_milli,score_stage_summary_total_no_data_time_milli,score_stage_summary_total_rem_sleep_time_milli,score_stage_summary_total_slow_wave_sleep_time_milli,score_state,start,timezone_offset,updated_at,user_id
2025-07-30T21:10:55.186994+00:00,2025-07-20T15:15:31.606Z,2025-07-20T15:04:04.960Z,1855067666,False,,15.834961,64.0,83.0892,27195692,0,707139,5638080,76.0,8,8,5737319,33926954,17825479,0,4866671,5497485,SCORED,2025-07-20T05:38:38.006Z,-07:00,2025-07-20T15:15:37.672Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-07-19T13:29:31.304Z,2025-07-19T13:15:02.610Z,1852299776,False,,16.347656,87.0,87.278336,27195810,0,2655331,5508482,83.0,7,8,3875645,30464922,15024705,0,6878954,4685618,SCORED,2025-07-19T04:47:17.688Z,-07:00,2025-07-19T13:29:37.695Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-07-18T12:50:21.560Z,2025-07-18T12:26:34.012Z,1849720705,False,,15.9375,94.0,91.40842,27195928,0,772240,6817432,87.0,6,5,2464151,28681002,17747158,0,3634106,4835587,SCORED,2025-07-18T04:28:33.010Z,-07:00,2025-07-18T12:50:27.730Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-07-17T09:28:21.008Z,2025-07-17T12:29:39.719Z,1846595052,False,,16.40625,89.0,83.80387,27196047,0,1640062,5865319,79.0,6,7,4656952,28753485,14813017,0,4985999,4297517,SCORED,2025-07-17T04:30:26.234Z,-07:00,2025-07-17T12:40:22.893Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-07-16T12:49:54.019Z,2025-07-16T12:37:15.237Z,1844526347,False,,15.5078125,89.0,91.77767,27196165,0,532823,6527935,86.0,7,7,2251666,27384760,12066777,0,7329266,5737051,SCORED,2025-07-16T04:56:46.580Z,-07:00,2025-07-16T12:50:01.606Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-07-15T09:32:57.026Z,2025-07-15T12:38:07.083Z,1841289154,False,,15.78125,81.0,85.88059,27196283,0,2575122,4139722,79.0,7,7,3905757,27662319,10569812,0,7207998,5978752,SCORED,2025-07-15T04:49:56.930Z,-07:00,2025-07-15T13:03:56.968Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-07-14T09:16:30.654Z,2025-07-14T12:34:02.884Z,1838601187,False,,15.46875,64.0,88.41486,27196401,0,1287012,2712965,78.0,10,7,3243923,28000733,14092632,0,5647543,5016635,SCORED,2025-07-14T04:40:35.502Z,-07:00,2025-07-14T12:47:28.835Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-07-13T14:04:29.228Z,2025-07-13T13:52:50.505Z,1836752740,False,,15.5859375,47.0,86.23737,27196519,0,735000,1688212,74.0,11,8,4053516,29453079,12090175,0,8712953,4596435,SCORED,2025-07-13T05:40:09.513Z,-07:00,2025-07-13T14:04:35.690Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-07-12T11:40:08.699Z,2025-07-12T13:44:37.212Z,1833857566,False,,15.703125,20.0,88.28911,27196638,0,1314356,1149397,72.0,9,8,3527890,29811858,11537075,0,8679644,6067249,SCORED,2025-07-12T05:26:39.132Z,-07:00,2025-07-12T14:21:23.056Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-07-11T14:05:50.114Z,2025-07-11T13:43:25.065Z,1831791005,False,,15.019531,3.0,91.07384,27196756,-4368952,2824717,1872400,74.0,5,7,2522483,28259453,11557798,0,8831765,5347407,SCORED,2025-07-11T05:52:21.947Z,-07:00,2025-07-11T14:05:56.316Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-07-10T22:04:11.501Z,2025-07-10T17:54:42.641Z,1829961954,True,,,48.0,92.37072,27196874,0,2322597,1872400,23.0,0,0,360850,4729802,1574963,0,0,2793989,SCORED,2025-07-10T16:35:52.839Z,-04:00,2025-07-10T22:04:16.612Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-07-10T03:41:03.398Z,2025-07-10T05:05:01.771Z,1827820316,False,,15.371094,47.0,87.0512,27196993,-7029912,2923994,1466254,65.0,9,6,3095848,23908376,10667944,0,4134778,6009806,SCORED,2025-07-09T22:26:33.395Z,+01:00,2025-07-10T05:31:25.183Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-07-09T17:52:33.576Z,2025-07-09T15:27:31.318Z,1827025595,True,,,49.0,80.98244,27196993,0,958015,1466254,17.0,1,1,1650874,8680786,2465100,0,1170850,3393962,SCORED,2025-07-09T13:02:50.532Z,+01:00,2025-07-09T17:52:38.831Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-07-09T03:00:08.494Z,2025-07-09T05:50:03.740Z,1825141146,False,,15.058594,71.0,86.27915,27197111,0,213386,0,81.0,7,8,3996332,29125989,14979348,0,5133302,5017007,SCORED,2025-07-08T21:41:42.357Z,+02:00,2025-07-09T06:11:27.535Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-07-08T03:15:26.560Z,2025-07-08T07:16:48.814Z,1822511080,False,,15.46875,63.0,90.81255,27197230,0,750370,0,76.0,3,9,3035586,33040583,16578839,0,8079493,5346665,SCORED,2025-07-07T21:32:14.955Z,+02:00,2025-07-08T07:33:12.627Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-07-06T23:53:14.364Z,2025-07-07T06:07:06.247Z,1819677346,False,,15.46875,39.0,78.86423,27197348,0,1006595,5342394,70.0,11,8,9592280,43559431,23636758,0,2853301,7477092,SCORED,2025-07-06T17:57:07.599Z,+02:00,2025-07-07T06:19:40.747Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-07-06T04:01:20.279Z,2025-07-06T06:00:05.919Z,1817527176,False,,15.761719,70.0,90.67721,27197467,0,739184,4356805,57.0,7,6,2221651,23830319,9115166,0,6127798,6365704,SCORED,2025-07-05T23:22:55.600Z,+02:00,2025-07-06T06:11:42.010Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-07-05T07:11:05.009Z,2025-07-05T07:03:57.892Z,1815427733,False,,15.058594,61.0,91.5876,27197585,0,2326017,1441072,78.0,8,6,2221634,26409057,13196267,0,5975049,5016107,SCORED,2025-07-04T23:40:18.584Z,+02:00,2025-07-05T07:11:11.520Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-07-04T04:55:06.793Z,2025-07-04T06:49:40.951Z,1812703690,False,,15.161133,60.0,85.54776,27197704,0,1176422,0,78.0,5,7,4414758,30547215,12675266,0,6638303,6818888,SCORED,2025-07-03T22:01:24.562Z,+02:00,2025-07-04T06:51:41.092Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-07-03T04:05:35.824Z,2025-07-03T07:22:26.345Z,1810083600,False,,15.385742,44.0,86.39266,27197822,-9179100,1873130,3543399,77.0,9,8,4297152,31579675,12989831,0,7597006,6695686,SCORED,2025-07-02T22:36:06.670Z,+02:00,2025-07-03T07:34:31.497Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-07-02T22:22:22.050Z,2025-07-02T16:56:48.169Z,1809629029,True,,15.380859,36.0,81.59419,27197822,0,1837770,3543399,16.0,2,3,2070598,11249698,3053925,0,1950324,4174851,SCORED,2025-07-02T13:47:24.949Z,+02:00,2025-07-02T22:22:27.419Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-07-02T02:16:26.929Z,2025-07-02T04:25:13.280Z,1807350638,False,,16.259766,42.0,84.8626,27197941,0,936244,171871,70.0,3,3,3784994,25004253,11164791,0,4075316,5979152,SCORED,2025-07-01T21:28:29.027Z,+01:00,2025-07-02T04:33:22.314Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-07-01T06:34:35.372Z,2025-07-01T06:26:59.857Z,1805265952,False,,15.810547,38.0,80.74791,27198060,-4814138,1641048,1637090,71.0,8,8,6036449,31354767,11858909,0,8352315,5107094,SCORED,2025-06-30T21:42:06.686Z,+01:00,2025-07-01T06:34:40.183Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-06-30T18:42:21.113Z,2025-06-30T16:36:16.334Z,1804142128,True,,14.746094,,64.05207,27198060,0,1134509,1637090,1.0,0,1,2701838,7515976,2650648,0,570020,1593470,SCORED,2025-06-30T14:27:27.419Z,+01:00,2025-06-30T18:42:25.189Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-06-30T03:26:38.782Z,2025-06-30T07:12:27.014Z,1802282174,False,,15.791016,,75.30691,27198178,-6322925,1659145,5107752,72.0,8,8,7990243,32358213,11360928,0,7089680,5917362,SCORED,2025-06-29T22:13:08.801Z,+01:00,2025-06-30T07:24:41.007Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-06-29T16:09:25.608Z,2025-06-29T13:58:32.224Z,1801404650,True,,,,94.60545,27198178,0,198317,5107752,27.0,0,1,360543,6683468,1641077,0,1320347,3361501,SCORED,2025-06-29T12:05:34.855Z,+01:00,2025-06-29T16:09:30.999Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-06-29T06:35:47.640Z,2025-06-29T09:07:25.105Z,1800139752,False,,15.8203125,,89.715164,27198178,0,2231001,6445174,75.0,10,7,2941499,28600349,12708346,0,8834062,4116442,SCORED,2025-06-29T01:09:09.386Z,+01:00,2025-06-29T09:16:45.828Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-06-28T11:44:24.824Z,2025-06-26T02:40:39.414Z,1798297823,True,,15.205078,66.0,93.89814,27198535,0,3378933,6445174,27.0,1,1,480000,7866459,3930907,0,1202846,2252706,SCORED,2025-06-26T00:29:26.102Z,+01:00,2025-06-28T11:44:30.645Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-06-25T10:02:46.467Z,2025-06-25T12:28:12.103Z,1790585916,False,,16.523438,89.0,86.284744,27198653,0,930829,6485048,77.0,7,6,3453133,25177317,15208605,0,2670611,3844968,SCORED,2025-06-25T05:28:34.786Z,-07:00,2025-06-25T12:43:04.061Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-06-24T13:43:46.514Z,2025-06-24T13:15:23.992Z,1788604645,False,,15.8203125,89.0,87.347244,27198772,0,2088877,5484633,83.0,6,7,3575683,28260114,14500007,0,4597252,5587172,SCORED,2025-06-24T05:21:27.744Z,-07:00,2025-06-24T13:43:51.319Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-06-23T10:24:19.744Z,2025-06-23T12:31:53.116Z,1785461687,False,,15.673828,87.0,89.831795,27198891,0,1028033,4450980,85.0,4,4,2733153,26879407,15765511,0,3484599,4896144,SCORED,2025-06-23T04:57:39.346Z,-07:00,2025-06-23T12:47:28.143Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-06-22T11:15:53.446Z,2025-06-22T12:59:11.831Z,1783096427,False,,16.054688,86.0,90.78419,27199010,0,749390,4136369,86.0,10,7,2554181,27715203,13566944,0,6278300,5315778,SCORED,2025-06-22T05:17:16.628Z,-07:00,2025-06-22T13:10:20.436Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-06-21T14:30:57.826Z,2025-06-21T14:09:05.805Z,1781151511,False,,15.981445,75.0,94.25818,27199129,0,2540640,5764455,83.0,11,8,1770817,30840689,13840044,0,9851694,5378134,SCORED,2025-06-21T05:31:53.964Z,-07:00,2025-06-21T14:31:02.352Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-06-20T10:15:59.690Z,2025-06-20T12:32:01.234Z,1778024035,False,,16.347656,96.0,87.06969,27199248,0,1502499,6498498,81.0,9,7,3670759,27342094,9613086,0,7479962,6578287,SCORED,2025-06-20T04:54:24.227Z,-07:00,2025-06-20T12:38:42.141Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-06-19T11:41:22.270Z,2025-06-19T12:35:46.787Z,1775678032,False,,15.9375,93.0,84.37547,27199367,0,1873147,7118361,76.0,10,7,4295010,27488890,12438868,0,5467931,5287081,SCORED,2025-06-19T04:51:56.219Z,-07:00,2025-06-19T12:50:28.764Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-06-18T10:18:37.137Z,2025-06-18T12:34:39.523Z,1772896418,False,,16.113281,93.0,90.06157,27199486,0,1399811,5611640,84.0,8,7,2553305,25691236,13314560,0,5859074,3964297,SCORED,2025-06-18T05:19:39.317Z,-07:00,2025-06-18T12:40:22.846Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-06-17T12:40:22.870Z,2025-06-17T12:32:47.319Z,1770687883,False,,16.640625,91.0,90.54425,27199605,0,1118903,4309605,86.0,11,7,2495817,26394712,13176872,0,6096064,4625959,SCORED,2025-06-17T05:00:00.063Z,-07:00,2025-06-17T12:40:29.549Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-06-16T12:38:37.070Z,2025-06-16T12:32:44.534Z,1768046701,False,,16.347656,87.0,90.652664,27199724,0,914165,4678570,80.0,9,6,2492542,26665793,12967774,0,4987545,6217932,SCORED,2025-06-16T05:05:43.352Z,-07:00,2025-06-16T12:38:41.631Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-06-15T10:38:32.041Z,2025-06-15T14:04:18.294Z,1765248897,False,,15.974121,79.0,88.34331,27199843,0,646859,7199841,82.0,8,8,3664024,31432791,14820408,0,7090257,5858102,SCORED,2025-06-15T05:17:29.692Z,-07:00,2025-06-15T14:18:49.310Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-06-14T09:47:03.503Z,2025-06-14T12:49:37.476Z,1762712844,False,,16.523438,90.0,89.87322,27199962,0,2936571,5609568,85.0,13,5,2851654,27398003,13941047,0,5558019,5047283,SCORED,2025-06-14T05:12:59.473Z,-07:00,2025-06-14T13:00:18.685Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-06-13T12:50:20.449Z,2025-06-13T12:34:32.895Z,1760798522,False,,16.230469,94.0,81.42181,27200081,0,1270600,4858224,76.0,7,7,5200475,27310245,12137439,0,4355051,5617280,SCORED,2025-06-13T04:55:02.040Z,-07:00,2025-06-13T12:50:24.900Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-06-12T10:37:32.046Z,2025-06-12T12:31:51.682Z,1757940654,False,,16.464844,86.0,87.8025,27200201,0,2060629,4029447,84.0,12,8,3574828,29307868,14679150,0,5795786,5258104,SCORED,2025-06-12T04:21:34.895Z,-07:00,2025-06-12T12:58:27.425Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-06-11T10:10:38.237Z,2025-06-11T12:32:00.300Z,1755301737,False,,16.230469,80.0,84.8109,27200320,0,416216,2581769,79.0,11,7,4413307,26552718,11355802,0,5196468,5587141,SCORED,2025-06-11T05:05:27.965Z,-07:00,2025-06-11T12:48:31.014Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-06-10T09:57:55.307Z,2025-06-10T12:20:27.195Z,1752675357,False,,16.25,71.0,88.30546,27200439,0,782188,303755,81.0,9,7,3214183,27484480,13968635,0,5045010,5256652,SCORED,2025-06-10T04:42:22.715Z,-07:00,2025-06-10T12:30:05.527Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-06-09T09:01:39.771Z,2025-06-09T12:27:05.332Z,1749980781,False,,16.875,44.0,92.511406,27200558,-6602868,202844,6140400,79.0,3,5,2131634,28465059,17981834,0,2765292,5586299,SCORED,2025-06-09T04:32:40.273Z,-07:00,2025-06-09T12:38:52.801Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-06-08T13:03:19.791Z,2025-06-08T10:16:20.886Z,1748103679,True,,15.981445,49.0,87.64608,27200678,0,157521,6140400,10.0,5,1,930690,7533558,2426967,0,1593270,2582631,SCORED,2025-06-08T08:09:27.249Z,-07:00,2025-06-08T13:03:23.780Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-06-05T10:25:14.923Z,2025-06-05T12:32:00.872Z,1740546328,False,,16.40625,94.0,84.92898,27201036,0,2955319,5654918,79.0,7,7,4175586,27706059,14066587,0,3635753,5828133,SCORED,2025-06-05T04:48:10.517Z,-07:00,2025-06-05T12:42:52.034Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-06-04T12:57:48.255Z,2025-06-04T12:34:06.064Z,1738488591,False,,16.142578,89.0,84.159935,27201155,0,579292,6847302,78.0,5,7,4388754,27706667,13736956,0,4715107,4865850,SCORED,2025-06-04T04:51:13.143Z,-07:00,2025-06-04T12:57:52.931Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-06-03T09:41:23.369Z,2025-06-03T12:26:10.272Z,1735409220,False,,15.966797,86.0,93.007164,27201275,0,1480348,5533523,83.0,9,6,1771666,25335453,14188363,0,5409832,3965592,SCORED,2025-06-03T05:03:28.664Z,-07:00,2025-06-03T12:42:57.446Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-06-02T11:32:09.184Z,2025-06-02T12:34:59.933Z,1733151357,False,,16.237793,80.0,86.204185,27201394,0,1632396,5502646,78.0,7,7,3723952,26993344,13868064,0,3635478,5765850,SCORED,2025-06-02T05:00:17.308Z,-07:00,2025-06-02T12:50:51.299Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-06-01T10:38:27.754Z,2025-06-01T13:44:00.880Z,1730557316,False,,15.761719,80.0,90.59512,27201514,0,1252162,6439647,83.0,6,7,2733754,29067404,14529918,0,5886493,5917239,SCORED,2025-06-01T05:31:19.875Z,-07:00,2025-06-01T13:49:38.416Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-05-31T13:30:16.262Z,2025-05-31T13:19:27.973Z,1728620797,False,,16.542969,74.0,87.4568,27201633,0,3252879,4829646,74.0,5,7,3213343,25618208,11645277,0,6222103,4537485,SCORED,2025-05-31T06:07:49.757Z,-07:00,2025-05-31T13:30:20.871Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-05-30T10:58:29.710Z,2025-05-30T12:35:23.612Z,1725884503,False,,16.364746,86.0,88.06929,27201753,0,407970,5191057,84.0,12,6,3425754,28713750,13332532,0,6489183,5466281,SCORED,2025-05-30T04:29:26.483Z,-07:00,2025-05-30T12:40:22.713Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-05-29T10:10:33.675Z,2025-05-29T12:30:51.626Z,1723331743,False,,15.5859375,70.0,86.43363,27201872,0,722802,5417640,77.0,9,8,3965887,29233224,11751969,0,8048010,5467358,SCORED,2025-05-29T04:22:01.458Z,-07:00,2025-05-29T12:40:23.355Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-05-28T09:22:54.202Z,2025-05-28T12:34:59.599Z,1720809161,False,,15.3515625,70.0,86.18294,27201992,0,1504487,2434499,77.0,10,7,3641490,26355028,11974561,0,5172316,5566661,SCORED,2025-05-28T05:10:22.677Z,-07:00,2025-05-28T12:42:54.852Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-05-27T12:44:46.674Z,2025-05-27T12:34:32.709Z,1718862967,False,,16.083984,45.0,85.21463,27202112,0,1386829,0,73.0,7,5,4115587,27835530,12092823,0,5678198,5948922,SCORED,2025-05-27T04:46:22.544Z,-07:00,2025-05-27T12:44:51.279Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-05-26T14:42:38.108Z,2025-05-26T14:06:34.455Z,1716602953,False,,15.644531,47.0,91.95014,27202231,-7443447,2775707,0,80.0,8,6,2073167,25754090,11454607,0,6488823,5737493,SCORED,2025-05-26T06:57:20.365Z,-07:00,2025-05-26T14:42:44.379Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-05-25T22:18:28.272Z,2025-05-25T19:50:17.323Z,1714990534,True,,,15.0,91.84798,27202351,0,1130137,0,21.0,1,2,660648,8104095,2793922,0,991961,3657564,SCORED,2025-05-25T17:35:13.228Z,-06:00,2025-05-25T22:18:33.966Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-05-24T15:36:42.068Z,2025-05-24T15:27:01.999Z,1712124743,False,,16.464844,68.0,89.743576,27202471,0,236399,5495623,82.0,8,10,3884260,36987382,17363315,0,9220078,6519729,SCORED,2025-05-24T05:06:00.721Z,-06:00,2025-05-24T15:36:47.131Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-05-23T13:50:38.998Z,2025-05-23T13:42:32.974Z,1709600141,False,,16.640625,80.0,85.58716,27202591,0,265218,7668000,80.0,11,8,4477252,31064314,16132819,0,5076731,5377512,SCORED,2025-05-23T05:01:59.255Z,-06:00,2025-05-23T13:50:43.639Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-05-22T12:10:23.850Z,2025-05-22T12:05:21.356Z,1707055983,False,,15.5859375,85.0,82.51627,27202710,0,1212414,7668000,66.0,10,6,4236667,24232065,9212239,0,6186705,4596454,SCORED,2025-05-22T05:19:11.573Z,-07:00,2025-05-22T12:10:28.749Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-05-21T10:09:31.927Z,2025-05-21T12:28:58.243Z,1704380844,False,,15.878906,87.0,85.812645,27202830,0,1438293,7358471,78.0,18,6,3874616,27310347,10849437,0,6999693,5586601,SCORED,2025-05-21T04:47:32.101Z,-07:00,2025-05-21T12:40:31.071Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-05-20T10:01:02.543Z,2025-05-20T12:32:36.072Z,1701935888,False,,15.8203125,80.0,88.17706,27202950,0,2870198,6457575,80.0,12,7,3490209,28574421,12886175,0,6158299,6039738,SCORED,2025-05-20T04:32:53.957Z,-07:00,2025-05-20T12:37:47.324Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-05-19T10:55:23.956Z,2025-05-19T12:33:44.258Z,1699639213,False,,16.289062,77.0,87.15928,27203070,0,808743,5885056,79.0,11,6,3721867,27573620,14810232,0,4866695,4174826,SCORED,2025-05-19T04:50:22.521Z,-07:00,2025-05-19T12:48:28.192Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-05-18T14:09:46.051Z,2025-05-18T14:00:46.933Z,1697772985,False,,15.9375,78.0,83.41454,27203190,0,696809,7435730,75.0,8,7,4685593,28251211,11637482,0,5828981,6099155,SCORED,2025-05-18T05:44:44.063Z,-07:00,2025-05-18T14:09:50.707Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-05-17T13:48:47.875Z,2025-05-17T13:32:19.182Z,1695490095,False,,15.8203125,72.0,80.799934,27203310,0,429681,7213788,62.0,6,6,4797524,24772843,9701132,0,5106042,5168145,SCORED,2025-05-17T06:21:09.798Z,-07:00,2025-05-17T13:48:52.290Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-05-16T12:45:24.364Z,2025-05-16T12:34:40.531Z,1693145734,False,,15.9375,96.0,89.12949,27203430,0,897473,7511835,83.0,8,7,3070547,27461836,11835483,0,7328907,5226899,SCORED,2025-05-16T04:52:16.541Z,-07:00,2025-05-16T12:45:29.074Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-05-15T12:35:35.486Z,2025-05-15T12:30:53.833Z,1690839070,False,,16.171875,91.0,86.67673,27203550,0,1060910,7668000,81.0,9,7,3727119,27974503,12683304,0,6216594,5347486,SCORED,2025-05-15T04:39:50.683Z,-07:00,2025-05-15T12:35:41.524Z,7039495
2025-07-30T21:10:55.186994+00:00,2025-05-14T09:50:32.560Z,2025-05-14T12:32:58.611Z,1688103265,False,,15.908203,92.0,88.40825,27203670,0,872807,7668000,80.0,4,7,3034150,26175085,12329902,0,6576494,4234539,SCORED,2025-05-14T05:13:38.935Z,-07:00,2025-05-14T12:40:27.487Z,7039495
